Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Summary Score,SNP,Sanction Deduction
2014,R3332,MA-PD,Regional CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Blue Cross and Blue Shield of Florida,3,No,No
2014,R3444,MA-PD,Regional CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",2.5,Yes,No
2014,R5287,MA-PD,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2014,R5342,MA-PD,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,R5826,MA-PD,Regional CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,R5941,MA-PD,Regional CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,No,No
2014,R6801,MA-PD,Regional CCP,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",2.5,Yes,No
2014,R7439,MA-PD,Regional CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,4.5,No,No
2014,R7444,MA-PD,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,R9896,MA-PD,Regional CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",2.5,Yes,No
2014,S0064,PDP,PDP,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT OF NE,SmartD Rx,Express Scripts Holding Company,Plan too new to be measured,No,Yes
2014,S0128,PDP,PDP,HEALTHMARKETS INSURANCE COMPANY,HealthMarkets Medicare,"HealthMarkets, Inc.",Plan too new to be measured,No,No
2014,S0197,PDP,PDP,CAMBRIDGE LIFE INSURANCE COMPANY,First Health Part D,Aetna Inc.,3,No,No
2014,S0223,PDP,PDP,HEALTH FIRST HEALTH PLANS,Health First Health Plans,Health First,3,No,No
2014,S0522,PDP,PDP,"SYMPHONIX HEALTH INSURANCE, INC.",Symphonix Health,Granite Creek FlexCap LLP,Plan too new to be measured,No,No
2014,S0586,PDP,PDP,"MVP HEALTH PLAN, INC.",MVP Health Care,"MVP Health Care, Inc.",Not enough data available,No,No
2014,S0655,PDP,PDP,TUFTS INSURANCE COMPANY,Tufts Health Plan Medicare Preferred,"Tufts Associated HMO, Inc.",5,No,No
2014,S1030,PDP,PDP,"BCBS ALABAMA, BCBS TENNESSEE",BlueRx (PDP),BCBS OF AL & BCBS OF TN,3,No,No
2014,S1140,PDP,PDP,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,HealthNow New York Inc.,Plan too new to be measured,No,No
2014,S1480,PDP,PDP,AULTCARE INSURANCE COMPANY,PrimeTime Prescription Drug Plan,Aultman Health Foundation,2,No,No
2014,S1822,PDP,PDP,"HEALTHPARTNERS, INC.",HealthPartners National PDP,"HealthPartners, Inc.",4.5,No,No
2014,S2321,PDP,PDP,QCC INSURANCE COMPANY,AmeriHealth Rx PDP,Independence Blue Cross,2.5,No,No
2014,S2468,PDP,PDP,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,California Physicians' Service,3,No,No
2014,S2505,PDP,PDP,"WINDSOR HEALTH PLAN, INC.",Windsor Rx,Munich American Holding Corporation,3,No,No
2014,S2874,PDP,PDP,"HUMANA INSURANCE OF PUERTO RICO, INC.","Humana Insurance of Puerto Rico, Inc.",Humana Inc.,3,No,No
2014,S2893,PDP,PDP,ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT,Blue MedicareRx,Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT,4,No,No
2014,S3389,PDP,PDP,"UPMC HEALTH BENEFITS, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,Not enough data available,No,No
2014,S3440,PDP,PDP,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Alliance Medicare Rx,Henry Ford Health System,3.5,No,No
2014,S3474,PDP,PDP,HEARTLAND FIDELITY INSURANCE COMPANY,"Benecard Services, Inc.",Heartland Fidelity Insurance Company,Plan too new to be measured,No,No
2014,S3521,PDP,PDP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4,No,No
2014,S3875,PDP,PDP,GRANITE ALLIANCE INSURANCE COMPANY,Granite Alliance,Granite Alliance Insurance Company,Plan too new to be measured,No,No
2014,S3994,PDP,PDP,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA),HMSA's Medicare Rx Plan,Hawaii Medical Service Association,5,No,No
2014,S4219,PDP,PDP,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medicare Prescription Plan,Health Alliance Medical Plans,3.5,No,No
2014,S4802,PDP,PDP,STERLING LIFE INSURANCE COMPANY,Windsor Rx,Munich American Holding Corporation,4,No,No
2014,S5351,PDP,PDP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,Plan too new to be measured,No,No
2014,S5540,PDP,PDP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,3.5,No,No
2014,S5552,PDP,PDP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,3,No,No
2014,S5569,PDP,PDP,CAMBRIDGE LIFE INSURANCE COMPANY,First Health Part D,Aetna Inc.,4,No,No
2014,S5580,PDP,PDP,FIRST UNITED AMERICAN LIFE INSURANCE COMPANY,First United American Life Insurance Company,Torchmark Corporation,3,No,No
2014,S5584,PDP,PDP,BLUE CROSS BLUE SHIELD OF MICHIGAN,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan,4,No,No
2014,S5588,PDP,PDP,PARAMOUNT INSURANCE COMPANY,Paramount Prescription Drug Plan,Promedica Health System,Not enough data available,No,No
2014,S5593,PDP,PDP,HM HEALTH INSURANCE COMPANY,HM Health Insurance Company,Highmark,3.5,No,No
2014,S5596,PDP,PDP,"ANTHEM INSURANCE COMPANIES, INC.",Blue MedicareRx,"WellPoint, Inc.",3.5,No,No
2014,S5601,PDP,PDP,SILVERSCRIPT INSURANCE COMPANY,SilverScript,CVS Caremark Corporation,1.5,No,Yes
2014,S5609,PDP,PDP,ASURIS NORTHWEST HEALTH,Asuris Northwest Health,"Cambia Health Solutions, Inc.",4,No,No
2014,S5617,PDP,PDP,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,Cigna Medicare Rx,CIGNA,3,No,No
2014,S5660,PDP,PDP,MEDCO CONTAINMENT LIFE INSURANCE COMPANY,Express Scripts Medicare,Express Scripts Holding Company,3.5,No,No
2014,S5670,PDP,PDP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,First Health Part D,Aetna Inc.,3.5,No,No
2014,S5674,PDP,PDP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,First Health Part D,Aetna Inc.,4,No,No
2014,S5715,PDP,PDP,HCSC INSURANCE SERVICES COMPANY,"HISC - Blue Cross Blue Shield of IL, NM, OK, TX",Health Care Service Corporation,4,No,No
2014,S5726,PDP,PDP,BLUE CROSS AND BLUE SHIELD OF KANSAS,Blue MedicareRx,Blue Cross Blue Shield of Kansas,4,No,No
2014,S5743,PDP,PDP,"WELLMARK  IA & SD, & BCBS MN, MT, NE, ND,& WY",MedicareBlue Rx,"BCBS MN, MT, NE, ND, WY, Wellmark IA and SD",4,No,No
2014,S5753,PDP,PDP,WISCONSIN PHYSICIANS SERVICE INSURANCE CORPORATION,WPS Health Insurance,Wisconsin Physicians Service Ins Corporation.,4.5,No,No
2014,S5755,PDP,PDP,UNITED AMERICAN INSURANCE COMPANY,United American Insurance Company,Torchmark Corporation,2.5,No,No
2014,S5766,PDP,PDP,"FIRST CARE, INC.",Medi-CareFirst BlueCross BlueShield,"CareFirst, Inc.",3.5,No,No
2014,S5768,PDP,PDP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,First Health Part D,Aetna Inc.,3.5,No,No
2014,S5775,PDP,PDP,PHARMACY INSURANCE CORPORATION OF AMERICA,PICA,Pharmacy Insurance Corporation of America,2.5,No,No
2014,S5795,PDP,PDP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,3.5,No,No
2014,S5805,PDP,PDP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,"UnitedHealth Group, Inc.",3,No,No
2014,S5810,PDP,PDP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,3,No,No
2014,S5820,PDP,PDP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,S5840,PDP,PDP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",2.5,No,No
2014,S5857,PDP,PDP,PRIORITY HEALTH INSURANCE COMPANY,Priority Health Medicare,Spectrum Health System,4,No,No
2014,S5877,PDP,PDP,EDUCATORS MUTUAL INSURANCE ASSOCIATION,EMI Health,Educators Mutual Insurance Association,3.5,No,No
2014,S5884,PDP,PDP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2014,S5904,PDP,PDP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Blue Cross and Blue Shield of Florida,3,No,No
2014,S5907,PDP,PDP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,2.5,No,No
2014,S5916,PDP,PDP,REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH,Regence BlueShield of Idaho and Regence BCBS Utah,"Cambia Health Solutions, Inc.",3.5,No,No
2014,S5921,PDP,PDP,UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2014,S5932,PDP,PDP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,2.5,No,No
2014,S5953,PDP,PDP,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,BlueCross BlueShield of South Carolina (BCBSSC),3,No,No
2014,S5960,PDP,PDP,UNICARE LIFE & HEALTH INSURANCE COMPANY,UniCare,"WellPoint, Inc.",2.5,No,No
2014,S5966,PDP,PDP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PDP,"EmblemHealth, Inc.",4.5,No,No
2014,S5967,PDP,PDP,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,"WellCare Health Plans, Inc.",3,No,No
2014,S5975,PDP,PDP,"MODA HEALTH PLAN, INC.","MODA HEALTH PLAN, INC.","Health Services Group, Inc.",4.5,No,No
2014,S5983,PDP,PDP,MEDCO CONTAINMENT INSURANCE COMPANY OF NEW YORK,Express Scripts Medicare,Express Scripts Holding Company,3,No,No
2014,S5993,PDP,PDP,HORIZON HEALTHCARE SERVICES,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","Horizon Healthcare Services, Inc.",4,No,No
2014,S6506,PDP,PDP,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC.",Blue Cross and Blue Shield of Arizona,Blue Cross Blue Shield of Arizona,3.5,No,No
2014,S6875,PDP,PDP,QCC INSURANCE COMPANY,Select Option,Independence Blue Cross,4,No,No
2014,S7230,PDP,PDP,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Advantage-Plus Meridian,"Caidan Enterprises, Inc.",Plan too new to be measured,No,No
2014,S7610,PDP,PDP,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.",Advantage-Plus Meridian,"Caidan Enterprises, Inc.",Plan too new to be measured,No,No
2014,S7694,PDP,PDP,ENVISION INSURANCE COMPANY,EnvisionRx Plus,"Envision Pharmaceutical Holdings, Inc.",2.5,No,No
2014,S7950,PDP,PDP,EXPRESS SCRIPTS INSURANCE CO.,Express Scripts Medicare,Express Scripts Holding Company,4.5,No,No
2014,S8067,PDP,PDP,AVALON INSURANCE COMPANY,Avalon Insurance Company,Capital BlueCross,3.5,No,No
2014,S8841,PDP,PDP,"CATAMARAN INSURANCE OF OHIO, INC.","Catamaran Insurance of Ohio, Inc.",Catamaran Corporation,5,No,No
2014,S9014,PDP,PDP,THP INSURANCE COMPANY,SecureAdvantage Rx,Health Plan of the Upper Ohio Valley,Plan too new to be measured,No,No
2014,S9579,PDP,PDP,STONEBRIDGE LIFE INSURANCE COMPANY,Stonebridge Life Insurance Company,Aegon N.V.,4,No,No
2015,E0654,PDP,Employer/Union Only Direct Contract PDP,TEAMStar Medicare Part D Prescription Drug Program,IBT VOLUNTARY EMPLOYEE BENEFITS TRUST,IBT Voluntary Employee Benefits Trust,4,No,No
2015,E2630,PDP,Employer/Union Only Direct Contract PDP,C and O Employees Hospital Association,C AND O EMPLOYEES' HOSPITAL ASSOCIATION,C & O Employees' Hospital Association,4,No,No
2015,E3014,PDP,Employer/Union Only Direct Contract PDP,Pennsylvania Public School Employees Retirement Sy,PSERS HOP PROGRAM,Commonwealth of PA Pub Schools Retirement System,4.5,No,No
2015,E4744,PDP,Employer/Union Only Direct Contract PDP,MISSOURI DEPARTMENT OF TRANSPORTATION,MODOT/MSHP MEDICAL AND LIFE INSURANCE PLAN,Missouri Highways and Transportation Commission,4,No,No
2015,E7316,PDP,Employer/Union Only Direct Contract PDP,Union Pacific Railroad  Employes Health Systems,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,Union Pacific Railroad Employes Health Systems,3,No,No
2015,E7848,PDP,Employer/Union Only Direct Contract PDP,HealthChoice,OMES EMPLOYEES GROUP INSURANCE DIVISION,State of Oklahoma,4,No,No
2015,H0022,MA-PD,Demo,Buckeye Health Plan - MyCare Ohio,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Centene Corporation,Plan too new to be measured,No,No
2015,H0028,MA-PD,Local CCP,"CHA HMO, Inc.","CHA HMO, INC.",Humana Inc.,4,No,No
2015,H0084,MA-PD,Local CCP,Care Improvement Plus,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,"UnitedHealth Group, Inc.",3,Yes,No
2015,H0104,MA-PD,Local CCP,Blue Advantage (PPO),BLUE CROSS AND BLUE SHIELD OF ALABAMA,BlueCross BlueShield of Alabama,3.5,No,No
2015,H0107,MA-PD,Local CCP,Blue Cross and Blue Shield of Montana,HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,Not enough data available,No,No
2015,H0108,MA-PD,Local CCP,"Humana Health Plan of California, Inc.","HUMANA HEALTH PLAN OF CALIFORNIA, INC.",Humana Inc.,3.5,Yes,No
2015,H0137,MA-PD,Demo,"Commonwealth Care Alliance, Inc.","COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.",Not enough data available,No,No
2015,H0141,MA-PD,Local CCP,McLarenAdvantage,"MCLAREN HEALTH PLAN, INC.",McLaren Health Care Corporation,2.5,No,No
2015,H0147,MA-PD,Demo,Anthem HealthKeepers,"HEALTHKEEPERS, INC.","WellPoint, Inc.",Plan too new to be measured,No,No
2015,H0148,MA-PD,Demo,Care1st Health Plan,CARE1ST HEALTH PLAN,Care1st Health Plan,Plan too new to be measured,No,No
2015,H0150,MA-PD,Local CCP,Cigna-HealthSpring,"HEALTHSPRING OF ALABAMA, INC.",CIGNA,3.5,Yes,No
2015,H0151,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealth Group, Inc.",3,Yes,No
2015,H0154,MA-PD,Local CCP,VIVA Medicare,"VIVA HEALTH, INC.",UAB Health System,3.5,Yes,No
2015,H0192,MA-PD,Demo,Amerihealth VIP Care Plus,"AMERIHEALTH MICHIGAN, INC.",Independence Blue Cross,Plan too new to be measured,No,No
2015,H0251,MA-PD,Local CCP,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealth Group, Inc.",3,Yes,No
2015,H0281,MA-PD,Demo,IlliniCare Health,ILLINICARE HEALTH PLAN,Centene Corporation,Plan too new to be measured,No,No
2015,H0294,MA-PD,Local CCP,Care Improvement Plus,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,Yes,No
2015,H0302,MA-PD,Local CCP,Blue Cross Blue Shield of Arizona Advantage,"MEDISUN, INC.","Veritage, LLC",4,No,No
2015,H0303,MA-PD,Local CCP,UnitedHealthcare,"PACIFICARE OF ARIZONA, INC.","UnitedHealth Group, Inc.",4,No,No
2015,H0316,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF ARIZONA, INC.","UnitedHealth Group, Inc.",3,No,No
2015,H0318,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,3,No,No
2015,H0319,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,Yes,No
2015,H0321,MA-PD,Local CCP,UnitedHealthcare Community Plan,"ARIZONA PHYSICIANS IPA, INC.","UnitedHealth Group, Inc.",3,Yes,No
2015,H0332,MA-PD,Local CCP,KelseyCare Advantage,"KS PLAN ADMINISTRATORS, LLC","Kelsey-Seybold Medical Group, PLLC",4.5,No,No
2015,H0336,MA-PD,Demo,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Plan too new to be measured,No,No
2015,H0351,MA-PD,Local CCP,"Health Net of Arizona, Inc.","HEALTH NET OF ARIZONA, INC.","Health Net, Inc.",3.5,Yes,No
2015,H0354,MA-PD,Local CCP,Cigna,"CIGNA HEALTHCARE OF ARIZONA, INC.",CIGNA,4.5,Yes,No
2015,H0408,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Not enough data available,Yes,No
2015,H0423,MA-PD,Local CCP,MetroPlus Health Plan,"METROPLUS HEALTH PLAN, INC.",New York City Health and Hospitals Corporation,3.5,Yes,No
2015,H0435,MA-PD,Local CCP,GLOBALHEALTH MEDICARE,"GLOBALHEALTH, INC.","Kinderhook Capital Fund III, L.P.",Not enough data available,No,No
2015,H0439,MA-PD,Local CCP,Cigna-HealthSpring,"CIGNA HEALTHCARE OF GEORGIA, INC.",CIGNA,Not enough data available,Yes,No
2015,H0480,MA-PD,Demo,Meridian Complete,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","Caidan Enterprises, Inc.",Plan too new to be measured,No,No
2015,H0490,MA-PD,Local CCP,Molina Healthcare of Ohio,"MOLINA HEALTHCARE OF OHIO, INC.","Molina Healthcare, Inc.,",2.5,Yes,No
2015,H0502,MA-PD,1876 Cost,Contra Costa Health Plan,THE CONTRA COSTA HEALTH PLAN,Contra Costa Health Services,Not Applicable,No,No
2015,H0504,MA-PD,Local CCP,Blue Shield of California,CALIFORNIA PHYSICIANS' SERVICE,California Physicians' Service,4,No,No
2015,H0523,MA-PD,Local CCP,Aetna Medicare,AETNA HEALTH OF CALIFORNIA INC.,Aetna Inc.,3.5,No,No
2015,H0524,MA-PD,Local CCP,Kaiser Permanente,"KAISER FOUNDATION HP, INC.","Kaiser Foundation Health Plan, Inc.",5,Yes,No
2015,H0543,MA-PD,Local CCP,UnitedHealthcare,"UHC OF CALIFORNIA, INC.","UnitedHealth Group, Inc.",4,No,No
2015,H0544,MA-PD,Local CCP,CareMore Health Plan,CAREMORE HEALTH PLAN,"WellPoint, Inc.",4,Yes,No
2015,H0545,MA-PD,Local CCP,Inter Valley Health Plan,"INTER VALLEY HEALTH PLAN, INC.",InterValley Health Plan,4,No,No
2015,H0562,MA-PD,Local CCP,Health Net of California,"HEALTH NET OF CALIFORNIA,INC.","Health Net, Inc.",3.5,Yes,No
2015,H0564,MA-PD,Local CCP,Anthem Blue Cross,BLUE CROSS OF CALIFORNIA,"WellPoint, Inc.",3.5,Yes,No
2015,H0571,MA-PD,Local CCP,Chinese Community Health Plan,CHINESE COMMUNITY HEALTH PLAN,Chinese Hospital Association,4.5,Yes,No
2015,H0602,MA-PD,1876 Cost,Rocky Mountain Health Plans,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION,"Rocky Mountain HMO, Inc.",3.5,No,No
2015,H0609,MA-PD,Local CCP,UnitedHealthcare,"PACIFICARE OF COLORADO, INC","UnitedHealth Group, Inc.",4,No,No
2015,H0620,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,Yes,No
2015,H0621,MA-PD,Local CCP,Colorado Access Advantage,COLORADO ACCESS,Colorado Access,3,Yes,No
2015,H0624,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3,Yes,No
2015,H0630,MA-PD,Local CCP,Kaiser Permanente,KAISER FOUNDATION HP OF CO,"Kaiser Foundation Health Plan, Inc.",4,Yes,No
2015,H0657,MA-PD,1876 Cost,Colorado Choice Health Plans,COLORADO CHOICE HEALTH PLANS,Colorado Choice Health Plans,Not Applicable,No,No
2015,H0710,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,Yes,No
2015,H0712,MA-PD,Local CCP,WellCare,"WELLCARE OF CONNECTICUT, INC.","WellCare Health Plans, Inc.",3.5,Yes,No
2015,H0755,MA-PD,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (CT), INC.","UnitedHealth Group, Inc.",3.5,No,No
2015,H0773,MA-PD,Demo,Health Alliance Connect,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,Plan too new to be measured,No,No
2015,H0811,MA-PD,Demo,GuildNet Gold Plus FIDA,"GUILDNET, INC.",Lighthouse Guild International,Plan too new to be measured,No,No
2015,H0838,MA-PD,Local CCP,Brand New Day,"UNIVERSAL CARE, INC.","Universal Care, Inc",3,Yes,No
2015,H0840,MA-PD,Local CCP,"FamilyCare Health Plans, Inc.","FAMILYCARE HEALTH PLANS, INC.",FamilyCare Incorporated,Not enough data available,No,No
2015,H0879,MA-PD,Local CCP,CrestPoint Health Insurance Company,CRESTPOINT HEALTH INSURANCE COMPANY,Mountain States Health Alliance,3.5,No,No
2015,H0901,MA-PD,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,3,No,No
2015,H0908,MA-PD,Local CCP,Buckeye Health Plan,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Centene Corporation,2.5,Yes,No
2015,H0913,MA-PD,Local CCP,WellCare,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.","WellCare Health Plans, Inc.",3,No,No
2015,H0927,MA-PD,Demo,Blue Cross Community MMAI,HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,Plan too new to be measured,No,No
2015,H1013,MA-PD,Local CCP,Coventry Health Care,"COVENTRY HEALTH PLAN OF FLORIDA, INC.",Aetna Inc.,3.5,Yes,No
2015,H1016,MA-PD,Local CCP,AvMed Medicare,"AVMED, INC.","AvMed, Inc.",4.5,No,No
2015,H1019,MA-PD,Local CCP,"CarePlus Health Plans, Inc.","CAREPLUS HEALTH PLANS, INC.",Humana Inc.,5,Yes,No
2015,H1026,MA-PD,Local CCP,Florida Blue HMO,"HEALTH OPTIONS, INC.",Guidewell Mutual Holding Corporation,3.5,No,No
2015,H1032,MA-PD,Local CCP,WellCare,"WELLCARE OF FLORIDA, INC.","WellCare Health Plans, Inc.",3.5,Yes,No
2015,H1035,MA-PD,Local CCP,"Florida Health Care Plan, Inc.","FLORIDA HEALTH CARE PLAN, INC.",Guidewell Mutual Holding Corporation,5,Yes,No
2015,H1036,MA-PD,Local CCP,"Humana Medical Plan, Inc.","HUMANA MEDICAL PLAN, INC.",Humana Inc.,4.5,Yes,No
2015,H1045,MA-PD,Local CCP,"Preferred Care Partners, Inc.",PREFERRED CARE PARTNERS INC.,"UnitedHealth Group, Inc.",4.5,Yes,No
2015,H1080,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF FLORIDA, INC.","UnitedHealth Group, Inc.",3,Yes,No
2015,H1099,MA-PD,Local CCP,"Health First Health Plans, Inc.",HEALTH FIRST HEALTH PLANS,"Health First, Inc.",4,No,No
2015,H1108,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3,Yes,No
2015,H1109,MA-PD,Local CCP,Aetna Medicare,AETNA HEALTH INC.(GEORGIA),Aetna Inc.,3.5,No,No
2015,H1111,MA-PD,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF GEORGIA, INC.","UnitedHealth Group, Inc.",3,No,No
2015,H1112,MA-PD,Local CCP,WellCare,"WELLCARE OF GEORGIA, INC.","WellCare Health Plans, Inc.",3,Yes,No
2015,H1170,MA-PD,Local CCP,Kaiser Permanente,"KAISER FOUNDATION HP OF GA, INC.","Kaiser Foundation Health Plan, Inc.",4,Yes,No
2015,H1181,MA-PD,MSA,Network Health Medicare Advantage Plans,NETWORK HEALTH INSURANCE CORPORATION,"Ministry Health Care, Inc.",Not Applicable,No,No
2015,H1189,MA-PD,Local CCP,CHRISTUS Health Plan Generations,CHRISTUS HEALTH PLAN,CHRISTUS Health Plan,Plan too new to be measured,No,No
2015,H1230,MA-PD,Local CCP,Kaiser Permanente,"KAISER FOUNDATION HP, INC.","Kaiser Foundation Health Plan, Inc.",4.5,No,No
2015,H1264,MA-PD,Local CCP,WellCare,"WELLCARE OF TEXAS, INC.","WellCare Health Plans, Inc.",3.5,Yes,No
2015,H1286,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,No,No
2015,H1291,MA-PD,PFFS,Humana Insurance Company of New York,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Inc.,3.5,No,No
2015,H1302,MA-PD,Local CCP,Blue Cross of Idaho,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho Health Services, Inc.",3.5,No,No
2015,H1303,MA-PD,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",3.5,No,No
2015,H1304,MA-PD,Local CCP,Regence BlueShield Of Idaho,REGENCE BLUE SHIELD OF IDAHO,"Cambia Health Solutions, Inc.",3.5,No,No
2015,H1350,MA-PD,Local CCP,Blue Cross of Idaho,"BLUE CROSS OF IDAHO HEALTH SERVICE, INC.","Blue Cross of Idaho Health Services, Inc.",4.5,Yes,No
2015,H1365,MA-PD,Local CCP,Martin's Point Generations Advantage,"MARTIN'S POINT GENERATIONS, LLC","Martin's Point Health Care, Inc.",4.5,No,No
2015,H1406,MA-PD,Local CCP,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,4,Yes,No
2015,H1415,MA-PD,Local CCP,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,3.5,Yes,No
2015,H1416,MA-PD,Local CCP,WellCare,"HARMONY HEALTH PLAN OF ILLINOIS, INC.","WellCare Health Plans, Inc.",3,Yes,No
